"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"Frekwencja";"Procent głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Procent głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KOMITET WYBORCZY NOWA LEWICA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU";"KOMITET WYBORCZY NORMALNY KRAJ";"KOMITET WYBORCZY ANTYPARTIA";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA"
102009;"gm. Zgierz";"zgierski";"łódzkie";11;10;10;"81,04";"1,40";"34,06";"53,62";"12,32";"98,60";"1,88";"13,07";"9,63";"34,42";"6,52";"32,99";"1,14";"0,36";;;;
102101;"m. Brzeziny";"brzeziński";"łódzkie";9;9;9;"75,15";"1,87";"64,18";"35,82";"0,00";"98,13";"1,35";"12,42";"8,87";"40,41";"6,67";"28,76";"1,52";;;;;
102102;"gm. Brzeziny";"brzeziński";"łódzkie";9;10;10;"78,94";"1,61";"52,54";"47,46";"0,00";"98,39";"2,08";"15,70";"7,86";"42,12";"7,72";"22,81";"1,69";;;;;
102103;"gm. Dmosin";"brzeziński";"łódzkie";9;9;9;"73,00";"1,73";"48,89";"51,11";"0,00";"98,27";"2,19";"15,18";"8,47";"47,74";"8,16";"17,17";"1,09";;;;;
102104;"gm. Jeżów";"brzeziński";"łódzkie";9;10;10;"75,68";"1,94";"57,89";"42,11";"0,00";"98,06";"2,08";"18,78";"3,75";"54,94";"6,97";"12,23";"1,25";;;;;
102105;"gm. Rogów";"brzeziński";"łódzkie";9;7;7;"75,10";"2,04";"50,00";"50,00";"0,00";"97,96";"1,82";"12,37";"6,21";"50,58";"7,73";"19,88";"1,41";;;;;
106101;"Łódź";"Łódź";"łódzkie";9;322;322;"79,28";"0,84";"50,90";"49,10";"0,00";"99,16";"1,18";"11,62";"12,83";"24,90";"5,31";"43,02";"1,13";;;;;
106201;"Piotrków Trybunalski";"Piotrków Trybunalski";"łódzkie";10;41;41;"75,09";"1,39";"56,91";"32,85";"10,23";"98,61";"1,43";"12,32";"8,27";"35,80";"6,01";"34,73";"1,19";"0,25";;;;
106301;"Skierniewice";"Skierniewice";"łódzkie";10;27;27;"79,04";"1,22";"38,24";"45,88";"15,88";"98,78";"1,84";"15,71";"9,95";"33,09";"6,70";"30,82";"1,56";"0,33";;;;
120101;"m. Bochnia";"bocheński";"małopolskie";15;17;17;"76,52";"1,15";"54,87";"45,13";"0,00";"98,85";"1,01";"23,28";"4,58";"37,94";"7,55";"23,33";"2,31";;;;;
120102;"gm. Bochnia";"bocheński";"małopolskie";15;20;20;"73,97";"1,80";"62,32";"37,68";"0,00";"98,20";"1,34";"19,10";"3,33";"52,99";"8,34";"12,53";"2,39";;;;;
120103;"gm. Drwinia";"bocheński";"małopolskie";15;6;6;"73,08";"1,17";"70,45";"29,55";"0,00";"98,83";"1,23";"17,44";"3,03";"60,14";"8,75";"7,73";"1,66";;;;;
120104;"gm. Lipnica Murowana";"bocheński";"małopolskie";15;5;5;"72,89";"2,48";"76,32";"23,68";"0,00";"97,52";"1,31";"14,05";"1,88";"63,06";"7,07";"10,90";"1,74";;;;;
120105;"gm. Łapanów";"bocheński";"małopolskie";15;7;7;"75,22";"1,81";"63,64";"36,36";"0,00";"98,19";"1,34";"19,43";"2,99";"54,64";"9,04";"10,26";"2,30";;;;;
120106;"gm. Nowy Wiśnicz";"bocheński";"małopolskie";15;9;9;"78,00";"1,63";"59,44";"40,56";"0,00";"98,37";"1,16";"17,04";"2,99";"56,05";"7,67";"12,69";"2,41";;;;;
120107;"gm. Rzezawa";"bocheński";"małopolskie";15;11;11;"72,61";"1,42";"50,56";"49,44";"0,00";"98,58";"1,36";"16,09";"3,65";"55,78";"9,43";"11,39";"2,29";;;;;
120108;"gm. Trzciana";"bocheński";"małopolskie";15;5;5;"79,17";"1,69";"66,67";"33,33";"0,00";"98,31";"0,97";"16,56";"2,05";"62,65";"7,36";"7,51";"2,90";;;;;
120109;"gm. Żegocina";"bocheński";"małopolskie";15;5;5;"79,60";"1,28";"42,86";"57,14";"0,00";"98,72";"0,86";"12,04";"1,85";"68,46";"7,81";"6,14";"2,84";;;;;
120201;"gm. Borzęcin";"brzeski";"małopolskie";15;7;7;"66,07";"2,19";"65,59";"34,41";"0,00";"97,81";"1,54";"13,73";"2,99";"57,14";"10,67";"11,53";"2,39";;;;;
120202;"gm. Brzesko";"brzeski";"małopolskie";15;22;22;"71,13";"1,44";"65,48";"34,52";"0,00";"98,56";"1,26";"17,91";"4,16";"46,11";"8,73";"19,03";"2,80";;;;;
120203;"gm. Czchów";"brzeski";"małopolskie";15;9;9;"70,34";"1,94";"53,00";"47,00";"0,00";"98,06";"1,62";"15,33";"3,76";"56,79";"8,56";"10,48";"3,45";;;;;
120204;"gm. Dębno";"brzeski";"małopolskie";15;14;14;"71,69";"2,04";"50,00";"50,00";"0,00";"97,96";"1,44";"17,00";"3,59";"51,12";"10,45";"13,01";"3,40";;;;;
120205;"gm. Gnojnik";"brzeski";"małopolskie";15;6;6;"70,57";"1,62";"63,77";"36,23";"0,00";"98,38";"0,86";"13,82";"2,12";"61,18";"10,91";"8,55";"2,55";;;;;
120206;"gm. Iwkowa";"brzeski";"małopolskie";15;4;4;"73,56";"1,90";"59,42";"40,58";"0,00";"98,10";"1,04";"20,35";"1,43";"61,41";"8,16";"5,38";"2,24";;;;;
120207;"gm. Szczurowa";"brzeski";"małopolskie";15;13;13;"62,23";"2,75";"61,29";"38,71";"0,00";"97,25";"1,25";"15,19";"3,35";"58,44";"8,29";"11,07";"2,41";;;;;
120301;"gm. Alwernia";"chrzanowski";"małopolskie";12;11;11;"74,15";"1,66";"70,00";"30,00";"0,00";"98,34";"1,67";"17,13";"6,22";"42,88";"7,26";"23,33";"1,50";;;;;
120302;"gm. Babice";"chrzanowski";"małopolskie";12;9;9;"75,78";"1,81";"56,70";"43,30";"0,00";"98,19";"1,92";"16,79";"5,76";"41,70";"6,86";"25,66";"1,31";;;;;
120303;"gm. Chrzanów";"chrzanowski";"małopolskie";12;31;31;"74,98";"1,28";"62,42";"37,58";"0,00";"98,72";"1,52";"15,20";"10,54";"31,96";"5,92";"33,59";"1,27";;;;;
120304;"gm. Libiąż";"chrzanowski";"małopolskie";12;15;15;"75,63";"1,32";"65,06";"34,94";"0,00";"98,68";"1,37";"11,07";"6,43";"40,88";"6,75";"32,35";"1,15";;;;;
120305;"gm. Trzebinia";"chrzanowski";"małopolskie";12;26;26;"74,79";"1,31";"61,75";"38,25";"0,00";"98,69";"1,86";"14,56";"8,70";"32,98";"7,56";"32,91";"1,43";;;;;
120401;"gm. Bolesław";"dąbrowski";"małopolskie";15;3;3;"50,84";"1,98";"47,62";"52,38";"0,00";"98,02";"1,44";"18,52";"3,07";"63,72";"6,43";"5,47";"1,34";;;;;
120402;"gm. Dąbrowa Tarnowska";"dąbrowski";"małopolskie";15;20;20;"65,55";"1,59";"50,60";"49,40";"0,00";"98,41";"1,26";"16,18";"2,67";"59,35";"6,99";"11,86";"1,69";;;;;
120403;"gm. Gręboszów";"dąbrowski";"małopolskie";15;7;7;"58,63";"2,01";"70,00";"30,00";"0,00";"97,99";"2,46";"21,08";"2,12";"64,61";"3,35";"5,54";"0,82";;;;;
120404;"gm. Mędrzechów";"dąbrowski";"małopolskie";15;5;5;"59,86";"4,12";"43,94";"56,06";"0,00";"95,88";"1,63";"16,36";"2,48";"60,82";"8,08";"8,47";"2,15";;;;;
120405;"gm. Olesno";"dąbrowski";"małopolskie";15;10;10;"62,64";"1,47";"65,45";"34,55";"0,00";"98,53";"1,36";"14,64";"2,22";"64,00";"8,13";"7,70";"1,95";;;;;
120406;"gm. Radgoszcz";"dąbrowski";"małopolskie";15;7;7;"63,76";"2,38";"66,67";"33,33";"0,00";"97,62";"1,04";"9,99";"1,73";"72,16";"8,00";"5,54";"1,54";;;;;
120407;"gm. Szczucin";"dąbrowski";"małopolskie";15;11;11;"62,63";"2,34";"60,42";"39,58";"0,00";"97,66";"1,51";"15,08";"2,91";"59,73";"7,09";"12,40";"1,28";;;;;
120501;"m. Gorlice";"gorlicki";"małopolskie";14;22;22;"69,36";"1,48";"61,35";"38,65";"0,00";"98,52";"2,31";"14,89";"5,69";"40,55";"6,33";"27,49";"2,74";;;;;
120502;"gm. Biecz";"gorlicki";"małopolskie";14;12;12;"66,84";"1,53";"59,54";"40,46";"0,00";"98,47";"2,00";"14,05";"3,11";"56,60";"7,94";"12,10";"4,21";;;;;
120503;"gm. Bobowa";"gorlicki";"małopolskie";14;7;7;"70,03";"1,95";"65,31";"34,69";"0,00";"98,05";"1,99";"11,37";"2,71";"63,00";"9,91";"8,85";"2,18";;;;;
120504;"gm. Gorlice";"gorlicki";"małopolskie";14;11;11;"70,49";"1,74";"64,60";"35,40";"0,00";"98,26";"2,15";"14,66";"3,71";"52,97";"8,22";"15,68";"2,61";;;;;
120505;"gm. Lipinki";"gorlicki";"małopolskie";14;7;7;"68,96";"1,70";"56,45";"43,55";"0,00";"98,30";"1,89";"12,71";"3,20";"60,10";"6,91";"10,20";"4,99";;;;;
120506;"gm. Łużna";"gorlicki";"małopolskie";14;9;9;"68,39";"1,91";"57,14";"42,86";"0,00";"98,09";"1,74";"12,98";"2,92";"57,43";"10,20";"11,66";"3,06";;;;;
120507;"gm. Moszczenica";"gorlicki";"małopolskie";14;3;3;"66,63";"1,79";"46,67";"53,33";"0,00";"98,21";"1,66";"14,01";"2,27";"61,23";"9,83";"6,94";"4,06";;;;;
120508;"gm. Ropa";"gorlicki";"małopolskie";14;6;6;"72,22";"1,35";"45,00";"55,00";"0,00";"98,65";"2,02";"11,93";"2,80";"58,92";"9,47";"10,46";"4,41";;;;;
120509;"gm. Sękowa";"gorlicki";"małopolskie";14;10;10;"68,35";"1,90";"76,47";"23,53";"0,00";"98,10";"1,55";"22,10";"3,37";"45,91";"7,16";"17,63";"2,27";;;;;
120510;"gm. Uście Gorlickie";"gorlicki";"małopolskie";14;12;12;"68,10";"3,06";"75,00";"25,00";"0,00";"96,94";"2,88";"18,24";"4,35";"43,04";"8,29";"21,72";"1,47";;;;;
120601;"gm. Czernichów";"krakowski";"małopolskie";13;12;12;"73,89";"1,73";"40,94";"38,93";"20,13";"98,27";"1,87";"16,10";"6,21";"44,54";"9,34";"20,45";"1,50";;;;;
120602;"gm. Igołomia-Wawrzeńczyce";"krakowski";"małopolskie";13;9;9;"69,98";"2,02";"53,49";"37,21";"9,30";"97,98";"1,05";"15,10";"4,58";"53,39";"10,38";"14,46";"1,03";;;;;
120603;"gm. Iwanowice";"krakowski";"małopolskie";13;11;11;"76,23";"2,15";"34,17";"49,17";"16,67";"97,85";"1,89";"15,50";"4,47";"49,57";"9,00";"17,94";"1,63";;;;;
120604;"gm. Jerzmanowice-Przeginia";"krakowski";"małopolskie";13;8;8;"76,04";"2,35";"48,70";"42,86";"8,44";"97,65";"1,30";"13,22";"6,05";"53,19";"9,06";"15,83";"1,35";;;;;
120605;"gm. Kocmyrzów-Luborzyca";"krakowski";"małopolskie";13;20;20;"77,07";"1,77";"43,18";"43,18";"13,64";"98,23";"1,66";"18,51";"6,34";"40,89";"8,27";"22,30";"2,03";;;;;
120606;"gm. Krzeszowice";"krakowski";"małopolskie";13;27;27;"75,87";"1,72";"51,99";"39,76";"8,26";"98,28";"1,63";"13,63";"6,89";"38,96";"7,79";"29,21";"1,90";;;;;
120607;"gm. Liszki";"krakowski";"małopolskie";13;13;13;"77,35";"1,62";"43,35";"43,93";"12,72";"98,38";"1,24";"15,43";"5,78";"45,82";"8,95";"20,94";"1,84";;;;;
120608;"gm. Michałowice";"krakowski";"małopolskie";13;9;9;"82,19";"1,42";"36,54";"38,46";"25,00";"98,58";"1,67";"18,96";"6,52";"33,22";"8,21";"29,37";"2,03";;;;;
120609;"gm. Mogilany";"krakowski";"małopolskie";13;11;11;"81,50";"1,68";"54,49";"37,18";"8,33";"98,32";"1,39";"16,13";"6,79";"35,59";"8,76";"29,11";"2,23";;;;;
120610;"gm. Skała";"krakowski";"małopolskie";13;12;12;"77,61";"1,98";"61,72";"33,59";"4,69";"98,02";"1,56";"14,72";"6,73";"47,73";"8,66";"19,42";"1,18";;;;;
120611;"gm. Skawina";"krakowski";"małopolskie";13;29;29;"76,55";"1,47";"45,99";"36,63";"17,38";"98,53";"1,59";"17,38";"6,53";"38,47";"8,91";"25,38";"1,74";;;;;
120612;"gm. Słomniki";"krakowski";"małopolskie";13;20;20;"73,10";"1,90";"45,89";"44,52";"9,59";"98,10";"1,22";"16,41";"4,80";"49,28";"9,17";"16,25";"2,87";;;;;
120613;"gm. Sułoszowa";"krakowski";"małopolskie";13;5;5;"78,44";"2,25";"51,90";"36,71";"11,39";"97,75";"1,13";"19,28";"2,91";"58,48";"7,10";"8,84";"2,27";;;;;
120614;"gm. Świątniki Górne";"krakowski";"małopolskie";13;5;5;"77,51";"1,29";"35,37";"52,44";"12,20";"98,71";"1,34";"17,34";"5,58";"40,51";"8,10";"24,79";"2,33";;;;;
120615;"gm. Wielka Wieś";"krakowski";"małopolskie";13;13;13;"84,33";"1,18";"45,54";"41,96";"12,50";"98,82";"1,54";"18,20";"7,69";"31,82";"8,93";"30,31";"1,51";;;;;
120616;"gm. Zabierzów";"krakowski";"małopolskie";13;26;26;"82,92";"1,37";"36,69";"47,98";"15,32";"98,63";"1,32";"15,66";"7,51";"32,25";"8,11";"33,51";"1,63";;;;;
120617;"gm. Zielonki";"krakowski";"małopolskie";13;21;21;"84,49";"1,18";"37,91";"49,45";"12,64";"98,82";"1,54";"18,75";"8,41";"27,92";"7,98";"33,92";"1,48";;;;;
120701;"m. Limanowa";"limanowski";"małopolskie";14;15;15;"76,26";"1,33";"58,41";"41,59";"0,00";"98,67";"1,85";"20,17";"3,39";"47,65";"7,89";"14,32";"4,73";;;;;
120702;"m. Mszana Dolna";"limanowski";"małopolskie";14;4;4;"72,36";"1,22";"54,72";"45,28";"0,00";"98,78";"2,15";"14,30";"4,01";"48,08";"8,44";"19,38";"3,64";;;;;
120703;"gm. Dobra";"limanowski";"małopolskie";14;10;10;"69,91";"1,57";"58,33";"41,67";"0,00";"98,43";"2,10";"14,25";"3,52";"56,13";"10,59";"10,32";"3,09";;;;;
120704;"gm. Jodłownik";"limanowski";"małopolskie";14;14;14;"71,41";"3,29";"61,18";"38,82";"0,00";"96,71";"2,11";"13,69";"2,67";"62,05";"8,45";"7,64";"3,41";;;;;
120705;"gm. Kamienica";"limanowski";"małopolskie";14;6;6;"70,35";"1,82";"57,33";"42,67";"0,00";"98,18";"4,54";"8,13";"2,08";"68,03";"7,43";"7,06";"2,73";;;;;
120706;"gm. Laskowa";"limanowski";"małopolskie";14;8;8;"79,19";"1,52";"57,53";"42,47";"0,00";"98,48";"1,76";"9,35";"1,61";"68,97";"8,33";"5,08";"4,91";;;;;
120707;"gm. Limanowa";"limanowski";"małopolskie";14;20;20;"75,10";"1,59";"61,84";"38,16";"0,00";"98,41";"1,42";"16,64";"2,26";"61,35";"8,16";"6,42";"3,75";;;;;
120708;"gm. Łukowica";"limanowski";"małopolskie";14;8;8;"74,07";"2,33";"62,79";"37,21";"0,00";"97,67";"2,87";"18,58";"1,50";"60,24";"7,77";"5,16";"3,87";;;;;
120709;"gm. Mszana Dolna";"limanowski";"małopolskie";14;14;14;"71,32";"1,54";"60,42";"39,58";"0,00";"98,46";"1,59";"7,80";"2,21";"64,73";"9,58";"11,09";"3,01";;;;;
120710;"gm. Niedźwiedź";"limanowski";"małopolskie";14;4;4;"63,59";"2,03";"62,86";"37,14";"0,00";"97,97";"2,19";"8,23";"2,37";"61,47";"9,74";"11,84";"4,15";;;;;
120711;"gm. Słopnice";"limanowski";"małopolskie";14;5;5;"73,21";"1,41";"55,77";"44,23";"0,00";"98,59";"2,43";"11,52";"2,10";"64,16";"8,91";"4,82";"6,07";;;;;
120712;"gm. Tymbark";"limanowski";"małopolskie";14;6;6;"75,77";"1,62";"57,63";"42,37";"0,00";"98,38";"3,21";"12,20";"2,23";"60,65";"8,55";"9,24";"3,91";;;;;
120801;"gm. Charsznica";"miechowski";"małopolskie";13;12;12;"68,87";"1,89";"42,11";"47,37";"10,53";"98,11";"1,42";"15,19";"6,58";"53,06";"7,80";"13,77";"2,18";;;;;
120802;"gm. Gołcza";"miechowski";"małopolskie";13;10;10;"71,92";"2,04";"41,43";"57,14";"1,43";"97,96";"1,16";"16,18";"4,71";"57,94";"7,09";"10,76";"2,15";;;;;
120803;"gm. Kozłów";"miechowski";"małopolskie";13;9;9;"64,45";"4,49";"37,38";"48,60";"14,02";"95,51";"1,63";"10,77";"5,05";"62,07";"8,44";"10,46";"1,58";;;;;
120804;"gm. Książ Wielki";"miechowski";"małopolskie";13;14;14;"71,90";"1,58";"55,56";"35,56";"8,89";"98,42";"1,35";"13,34";"5,55";"58,38";"7,58";"11,35";"2,45";;;;;
120805;"gm. Miechów";"miechowski";"małopolskie";13;31;31;"71,91";"1,69";"48,33";"43,33";"8,33";"98,31";"1,79";"15,34";"6,32";"45,68";"7,93";"19,92";"3,02";;;;;
120806;"gm. Racławice";"miechowski";"małopolskie";13;5;5;"65,98";"1,76";"30,43";"69,57";"0,00";"98,24";"1,17";"18,54";"3,43";"60,59";"6,62";"8,26";"1,40";;;;;
120807;"gm. Słaboszów";"miechowski";"małopolskie";13;8;8;"65,44";"3,28";"55,00";"40,00";"5,00";"96,72";"2,15";"14,91";"7,74";"58,33";"6,04";"9,32";"1,52";;;;;
120901;"gm. Dobczyce";"myślenicki";"małopolskie";12;15;15;"76,70";"1,81";"73,01";"26,99";"0,00";"98,19";"1,86";"14,89";"4,35";"46,04";"10,06";"20,92";"1,88";;;;;
120902;"gm. Lubień";"myślenicki";"małopolskie";12;5;5;"74,73";"1,42";"56,96";"43,04";"0,00";"98,58";"1,72";"11,61";"2,88";"57,90";"12,17";"9,87";"3,85";;;;;
120903;"gm. Myślenice";"myślenicki";"małopolskie";12;30;30;"77,84";"1,39";"66,31";"33,69";"0,00";"98,61";"1,13";"22,22";"4,17";"42,61";"8,32";"19,25";"2,30";;;;;
120904;"gm. Pcim";"myślenicki";"małopolskie";12;8;8;"76,69";"2,08";"58,52";"41,48";"0,00";"97,92";"1,66";"14,03";"3,03";"57,04";"8,77";"12,81";"2,65";;;;;
120905;"gm. Raciechowice";"myślenicki";"małopolskie";12;11;11;"71,48";"2,36";"54,76";"45,24";"0,00";"97,64";"1,67";"12,06";"3,07";"54,74";"9,33";"16,48";"2,64";;;;;
120906;"gm. Siepraw";"myślenicki";"małopolskie";12;6;6;"77,64";"0,90";"51,02";"48,98";"0,00";"99,10";"1,90";"16,52";"3,54";"46,67";"10,11";"19,01";"2,25";;;;;
120907;"gm. Sułkowice";"myślenicki";"małopolskie";12;9;9;"74,81";"1,69";"65,75";"34,25";"0,00";"98,31";"1,51";"15,21";"4,77";"47,53";"10,47";"18,23";"2,28";;;;;
120908;"gm. Tokarnia";"myślenicki";"małopolskie";12;6;6;"75,19";"1,74";"55,81";"44,19";"0,00";"98,26";"1,26";"9,74";"2,23";"63,58";"9,85";"10,90";"2,44";;;;;
120909;"gm. Wiśniowa";"myślenicki";"małopolskie";12;7;7;"77,89";"1,83";"41,98";"58,02";"0,00";"98,17";"1,42";"11,11";"2,13";"62,02";"10,24";"9,82";"3,26";;;;;
121001;"m. Grybów";"nowosądecki";"małopolskie";14;4;4;"74,81";"1,04";"57,14";"42,86";"0,00";"98,96";"1,94";"11,87";"3,44";"56,58";"11,21";"12,02";"2,93";;;;;
121002;"gm. Chełmiec";"nowosądecki";"małopolskie";14;28;28;"75,82";"1,49";"56,56";"43,44";"0,00";"98,51";"2,74";"10,21";"2,68";"57,50";"9,58";"13,39";"3,89";;;;;
121003;"gm. Gródek nad Dunajcem";"nowosądecki";"małopolskie";14;10;10;"72,31";"1,51";"50,00";"50,00";"0,00";"98,49";"2,48";"11,51";"2,80";"63,37";"7,44";"8,93";"3,47";;;;;
121004;"gm. Grybów";"nowosądecki";"małopolskie";14;17;17;"77,19";"1,27";"57,46";"42,54";"0,00";"98,73";"1,93";"7,63";"1,88";"65,83";"12,42";"6,97";"3,34";;;;;
121005;"gm. Kamionka Wielka";"nowosądecki";"małopolskie";14;8;8;"77,36";"2,05";"68,85";"31,15";"0,00";"97,95";"2,02";"8,39";"2,60";"59,70";"10,34";"9,25";"7,69";;;;;
121006;"gm. Korzenna";"nowosądecki";"małopolskie";14;14;14;"75,20";"1,77";"49,66";"50,34";"0,00";"98,23";"3,33";"8,46";"2,05";"68,21";"8,81";"5,60";"3,54";;;;;
121007;"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";14;18;18;"73,94";"1,32";"58,62";"41,38";"0,00";"98,68";"1,91";"12,62";"4,32";"42,67";"6,83";"27,58";"4,07";;;;;
121008;"gm. Łabowa";"nowosądecki";"małopolskie";14;7;7;"69,52";"1,67";"67,31";"32,69";"0,00";"98,33";"1,96";"7,86";"2,38";"65,30";"9,46";"8,87";"4,17";;;;;
121009;"gm. Łącko";"nowosądecki";"małopolskie";14;13;13;"72,61";"2,10";"58,92";"41,08";"0,00";"97,90";"3,82";"9,31";"2,26";"63,33";"9,45";"8,48";"3,35";;;;;
121010;"gm. Łososina Dolna";"nowosądecki";"małopolskie";14;12;12;"76,79";"1,56";"57,14";"42,86";"0,00";"98,44";"2,06";"9,11";"1,85";"67,54";"7,76";"6,85";"4,82";;;;;
121011;"gm. Muszyna";"nowosądecki";"małopolskie";14;14;14;"71,70";"2,30";"54,25";"45,75";"0,00";"97,70";"1,91";"11,40";"3,42";"48,17";"8,87";"22,52";"3,71";;;;;
121012;"gm. Nawojowa";"nowosądecki";"małopolskie";14;8;8;"73,62";"1,91";"50,00";"50,00";"0,00";"98,09";"2,34";"9,36";"2,36";"61,41";"9,65";"10,88";"3,99";;;;;
121013;"gm. Piwniczna-Zdrój";"nowosądecki";"małopolskie";14;9;9;"67,34";"1,63";"44,32";"55,68";"0,00";"98,37";"1,81";"10,97";"3,07";"58,01";"6,70";"14,68";"4,78";;;;;
121014;"gm. Podegrodzie";"nowosądecki";"małopolskie";14;13;13;"75,69";"2,07";"66,67";"33,33";"0,00";"97,93";"10,22";"7,61";"1,67";"60,11";"8,87";"7,47";"4,05";;;;;
121015;"gm. Rytro";"nowosądecki";"małopolskie";14;2;2;"74,33";"1,47";"64,52";"35,48";"0,00";"98,53";"2,46";"11,35";"3,52";"59,58";"7,63";"11,11";"4,35";;;;;
121016;"gm. Stary Sącz";"nowosądecki";"małopolskie";14;15;15;"74,04";"1,24";"56,10";"43,90";"0,00";"98,76";"2,54";"10,25";"2,96";"56,61";"9,31";"13,26";"5,05";;;;;
121101;"m. Nowy Targ";"nowotarski";"małopolskie";14;22;22;"69,66";"1,22";"54,21";"45,79";"0,00";"98,78";"2,31";"11,91";"4,39";"36,67";"9,27";"30,47";"4,98";;;;;
121102;"gm. Szczawnica";"nowotarski";"małopolskie";14;6;6;"74,21";"1,71";"59,55";"40,45";"0,00";"98,29";"2,87";"15,58";"5,45";"37,46";"7,70";"28,31";"2,62";;;;;
121103;"gm. Czarny Dunajec";"nowotarski";"małopolskie";14;23;23;"54,66";"2,57";"62,08";"37,92";"0,00";"97,43";"2,16";"11,95";"1,82";"61,12";"10,03";"8,78";"4,15";;;;;
121104;"gm. Czorsztyn";"nowotarski";"małopolskie";14;8;8;"67,15";"2,66";"67,59";"32,41";"0,00";"97,34";"2,58";"14,66";"3,62";"48,97";"10,31";"17,04";"2,81";;;;;
121105;"gm. Jabłonka";"nowotarski";"małopolskie";14;11;11;"69,33";"1,98";"59,90";"40,10";"0,00";"98,02";"2,94";"5,72";"1,65";"64,24";"11,43";"6,93";"7,09";;;;;
121106;"gm. Krościenko nad Dunajcem";"nowotarski";"małopolskie";14;6;6;"71,30";"2,11";"54,32";"45,68";"0,00";"97,89";"1,94";"13,48";"4,15";"52,10";"8,14";"17,74";"2,45";;;;;
121107;"gm. Lipnica Wielka";"nowotarski";"małopolskie";14;5;5;"67,83";"2,46";"55,41";"44,59";"0,00";"97,54";"1,81";"7,47";"1,67";"66,14";"11,08";"7,26";"4,57";;;;;
121108;"gm. Łapsze Niżne";"nowotarski";"małopolskie";14;9;9;"60,41";"2,94";"63,78";"36,22";"0,00";"97,06";"2,05";"12,27";"3,22";"57,93";"8,77";"11,58";"4,19";;;;;
121109;"gm. Nowy Targ";"nowotarski";"małopolskie";14;21;21;"63,29";"2,02";"66,38";"33,62";"0,00";"97,98";"2,06";"9,48";"2,50";"56,02";"8,77";"17,04";"4,12";;;;;
121110;"gm. Ochotnica Dolna";"nowotarski";"małopolskie";14;4;4;"70,70";"2,51";"69,91";"30,09";"0,00";"97,49";"1,77";"8,78";"2,14";"66,78";"8,12";"8,30";"4,10";;;;;
121111;"gm. Raba Wyżna";"nowotarski";"małopolskie";14;11;11;"65,82";"1,91";"53,28";"46,72";"0,00";"98,09";"6,73";"9,36";"2,93";"54,69";"8,77";"12,90";"4,64";;;;;
121112;"gm. Rabka-Zdrój";"nowotarski";"małopolskie";14;14;14;"71,71";"1,57";"56,58";"43,42";"0,00";"98,43";"2,89";"10,64";"4,29";"48,53";"7,53";"20,76";"5,36";;;;;
121113;"gm. Spytkowice";"nowotarski";"małopolskie";14;5;5;"70,38";"3,39";"67,07";"32,93";"0,00";"96,61";"2,78";"8,40";"2,19";"55,40";"8,05";"11,27";"11,91";;;;;
121114;"gm. Szaflary";"nowotarski";"małopolskie";14;10;10;"57,74";"2,18";"60,95";"39,05";"0,00";"97,82";"2,12";"8,52";"1,95";"59,66";"10,66";"10,66";"6,44";;;;;
121201;"m. Bukowno";"olkuski";"małopolskie";13;9;9;"73,31";"1,71";"52,63";"24,21";"23,16";"98,29";"1,83";"13,32";"14,30";"34,72";"6,99";"27,42";"1,43";;;;;
121203;"gm. Bolesław";"olkuski";"małopolskie";13;6;6;"70,99";"1,41";"47,54";"44,26";"8,20";"98,59";"1,82";"13,60";"14,35";"34,48";"8,46";"25,62";"1,66";;;;;
121204;"gm. Klucze";"olkuski";"małopolskie";13;15;15;"75,91";"1,67";"43,54";"39,46";"17,01";"98,33";"1,97";"14,33";"10,02";"38,25";"7,05";"26,81";"1,57";;;;;
121205;"gm. Olkusz";"olkuski";"małopolskie";13;34;34;"76,66";"1,58";"42,76";"43,45";"13,79";"98,42";"1,60";"14,90";"10,58";"40,39";"6,65";"24,37";"1,51";;;;;
121206;"gm. Trzyciąż";"olkuski";"małopolskie";13;11;11;"75,33";"2,32";"58,76";"31,96";"9,28";"97,68";"1,96";"16,30";"4,66";"57,65";"7,82";"9,73";"1,89";;;;;
