teryt;exteryt;bb;center
321703;3;53.270057,15.973124 53.407455,16.350378;53.338756,16.161751
321301;1;54.404747,16.359092 54.452302,16.462173;54.4285245,16.4106325
321406;2;53.298601,14.732052 53.436463,14.988957;53.367532,14.8605045
321304;2;54.188953,16.391451 54.359788,16.730867;54.2743705,16.561159
321409;2;53.380669,15.012040 53.496991,15.269954;53.43883,15.140997
321303;2;54.282800,16.214198 54.513997,16.586772;54.3983985,16.400485
321411;3;53.233386,15.187631 53.333131,15.499671;53.2832585,15.343651
321305;2;54.412555,16.472608 54.569555,16.841120;54.491055,16.656864
321506;2;53.561510,16.500678 53.909271,16.892248;53.7353905,16.696463
320906;3;53.984184,16.411768 54.242032,16.812649;54.113108,16.6122085
321502;3;53.630880,16.197070 53.850380,16.508164;53.74063,16.352617
320908;2;54.015923,16.074391 54.179639,16.324552;54.097781,16.1994715
321403;3;53.288162,15.335656 53.422301,15.591143;53.3552315,15.4633995
321501;1;53.660341,16.609374 53.745164,16.779856;53.7027525,16.694615
321503;3;53.747095,16.690702 54.004899,16.982053;53.875997,16.8363775
321002;2;52.624689,14.436438 52.771609,14.675157;52.698149,14.5557975
321001;3;52.862844,15.018971 53.085123,15.332635;52.9739835,15.175803
321004;3;52.847984,14.671664 53.062577,15.070605;52.9552805,14.8711345
321003;3;52.630960,14.593043 52.892881,14.917822;52.7619205,14.7554325
321005;2;52.830581,14.948665 52.978361,15.196137;52.904471,15.072401
321102;2;53.274435,14.378472 53.428146,14.586356;53.3512905,14.482414
321101;2;53.401874,14.302605 53.586022,14.482965;53.493948,14.392785
320609;2;53.012369,14.357842 53.254941,14.570170;53.133655,14.464006
321103;3;53.627736,14.266823 53.785221,14.528637;53.7064785,14.39773
320805;2;53.873037,15.418028 54.033763,15.645121;53.9534,15.5315745
321104;3;53.491148,14.294746 53.711763,14.635973;53.6014555,14.4653595
320801;1;54.150005,15.513214 54.200946,15.686112;54.1754755,15.599663
320802;2;54.066447,15.632065 54.173778,15.880526;54.1201125,15.7562955
320803;3;53.954571,15.567136 54.109292,15.754519;54.0319315,15.6608275
320804;2;54.073456,15.347363 54.184726,15.680641;54.129091,15.514002
320807;2;54.145285,15.637066 54.227224,15.846011;54.1862545,15.7415385
320806;2;53.975968,15.433518 54.111205,15.636034;54.0435865,15.534776
320903;3;53.885400,16.298453 54.079719,16.762342;53.9825595,16.5303975
320901;2;54.134741,15.791973 54.258684,16.136812;54.1967125,15.9643925
320902;2;54.065529,15.909535 54.202627,16.137457;54.134078,16.023496
320907;3;54.134594,16.180695 54.334007,16.571337;54.2343005,16.376016
320905;3;54.227052,15.854696 54.323986,16.242714;54.275519,16.048705
320904;2;54.027169,16.199297 54.181519,16.480911;54.104344,16.340104
320501;2;53.910258,15.262880 54.040834,15.466359;53.975546,15.3646195
320705;2;53.883863,14.852324 54.047971,15.075728;53.965917,14.964026
320503;2;53.960773,14.953732 54.093751,15.208863;54.027262,15.0812975
320601;2;52.989401,14.515386 53.192708,14.757231;53.0910545,14.6363085
320502;3;53.812354,15.021293 54.008691,15.307066;53.9105225,15.1641795
320602;3;52.790092,14.122930 52.988795,14.318958;52.8894435,14.220944
320507;2;54.039238,14.895819 54.119723,15.187062;54.0794805,15.0414405
320604;3;53.142489,14.427999 53.361251,14.717673;53.25187,14.572836
320504;3;53.726792,15.083317 53.938800,15.484674;53.832796,15.2839955
320403;3;53.448240,14.910287 53.609094,15.236488;53.528667,15.0733875
320603;3;52.844097,14.209786 53.067426,14.626460;52.9557615,14.418123
320508;3;53.979241,15.136189 54.159138,15.454918;54.0691895,15.2955535
320407;3;53.597232,14.381416 53.796681,14.834775;53.6969565,14.6080955
320605;3;52.679900,14.252710 52.862803,14.637035;52.7713515,14.4448725
320706;3;53.767629,14.470795 53.999783,14.801213;53.883706,14.636004
320405;2;53.559898,14.902916 53.681949,15.106999;53.6209235,15.0049575
320606;3;52.796048,14.286715 52.909833,14.509486;52.8529405,14.3981005
320701;3;53.966830,14.650272 54.054619,14.904187;54.0107245,14.7772295
320404;3;53.586971,14.932881 53.796538,15.326968;53.6917545,15.1299245
320607;2;53.237527,14.575121 53.366065,14.875208;53.301796,14.7251645
320702;3;53.767820,14.769857 53.912067,15.096698;53.8399435,14.9332775
320406;2;53.664084,14.658520 53.817724,14.971416;53.740904,14.814968
320608;3;52.823475,14.504340 53.007051,14.761158;52.915263,14.632749
320704;3;53.772643,14.391693 53.987966,14.604353;53.8803045,14.498023
320301;3;53.421194,16.051917 53.693897,16.457906;53.5575455,16.2549115
320703;3;53.859369,14.659761 54.038325,14.991794;53.948847,14.8257775
320302;3;53.380944,15.647045 53.677428,15.966624;53.529186,15.8068345
320303;3;53.200979,15.584516 53.439180,16.076150;53.3200795,15.830333
320306;3;53.418461,15.821107 53.651395,16.161010;53.534928,15.9910585
320102;2;53.873690,15.754439 54.115228,16.183952;53.994459,15.9691955
320103;3;53.953831,15.720135 54.145655,15.952588;54.049743,15.8363615
320104;3;53.808066,16.058665 54.042618,16.456955;53.925342,16.25781
320206;3;53.184137,15.451204 53.343908,15.698425;53.2640225,15.5748145
320201;2;52.976401,15.543661 53.139411,15.859988;53.057906,15.7018245
320202;3;53.091013,15.253990 53.254634,15.670427;53.1728235,15.4622085
320204;2;52.987286,15.387340 53.133295,15.594852;53.0602905,15.491096
320203;3;53.110001,15.606603 53.314108,16.037087;53.2120545,15.821845
320205;3;52.941641,15.204913 53.135341,15.457562;53.038491,15.3312375
320402;3;53.402980,14.597607 53.682622,14.990773;53.542801,14.79419
020302;2;51.607547,16.031523 51.724086,16.227821;51.6658165,16.129672
041810;2;52.665135,18.817123 52.782600,19.019442;52.7238675,18.9182825
040601;2;53.362205,18.596798 53.610794,18.892144;53.4864995,18.744471
041807;2;52.661324,19.000910 52.779447,19.189185;52.7203855,19.0950475
040402;2;53.260126,18.318035 53.431220,18.650798;53.345673,18.4844165
041404;2;53.460609,18.381949 53.612460,18.621801;53.5365345,18.501875
101609;2;51.419876,19.856217 51.591424,20.165263;51.50565,20.01074
101904;2;51.557876,18.793893 51.686762,19.041649;51.622319,18.917771
101202;2;51.104535,19.351639 51.200652,19.478652;51.1525935,19.4151455
100507;2;52.033115,19.758474 52.175694,20.045796;52.1044045,19.902135
100105;2;51.275009,19.154790 51.424112,19.324707;51.3495605,19.2397485
101212;2;50.992446,19.318581 51.129029,19.548682;51.0607375,19.4336315
100807;2;51.587652,19.186043 51.736966,19.456343;51.662309,19.321193
060905;2;51.128977,22.469974 51.213972,22.701571;51.1714745,22.5857725
060705;2;50.840981,22.129663 50.973009,22.339948;50.906995,22.2348055
060605;2;50.927255,23.006407 51.072683,23.314551;50.999969,23.160479
062014;2;50.617710,23.079340 50.789136,23.335204;50.703423,23.207272
060808;2;51.466331,22.222236 51.606671,22.451503;51.536501,22.3368695
060807;2;51.356120,22.455410 51.545196,22.720338;51.450658,22.587874
061902;2;51.621351,23.327914 51.780582,23.560355;51.7009665,23.4441345
061906;2;51.387891,23.354823 51.674861,23.686405;51.531376,23.520614
120802;2;50.258933,19.825290 50.398758,20.022639;50.3288455,19.9239645
120612;3;50.185549,19.995095 50.314655,20.178613;50.250102,20.086854
120705;2;49.534137,20.118685 49.642689,20.385638;49.588413,20.2521615
120102;2;49.882683,20.300215 50.103923,20.534011;49.993303,20.417113
121609;2;49.929913,20.873996 50.074977,21.169396;50.002445,21.021696
121205;3;50.188999,19.492354 50.346646,19.685969;50.2678225,19.5891615
121305;2;49.915512,19.217145 49.975021,19.357597;49.9452665,19.287371
121002;2;49.587517,20.554728 49.704369,20.828698;49.645943,20.691713
121505;2;49.585459,19.716058 49.725039,19.912117;49.655249,19.8140875
143304;2;52.292624,21.886899 52.496526,22.142764;52.394575,22.0148315
140706;2;51.683156,21.246952 51.861673,21.446902;51.7724145,21.346927
142103;3;52.083731,20.630805 52.201154,20.823528;52.1424425,20.7271665
140313;2;51.766500,21.275804 51.907151,21.502297;51.8368255,21.3890505
142807;2;52.149434,20.156360 52.282554,20.373582;52.215994,20.264971
142306;3;51.231179,20.492627 51.442143,20.770377;51.336661,20.631502
142507;2;51.273612,20.998995 51.374916,21.192835;51.324264,21.095915
141201;1;52.159923,21.509376 52.198041,21.603928;52.178982,21.556652
140607;3;51.596926,20.619914 51.761295,20.814848;51.6791105,20.717381
140702;2;51.533039,21.202325 51.779613,21.438631;51.656326,21.320478
161105;3;50.458276,18.094819 50.642448,18.485993;50.550362,18.290406
160504;2;50.342955,17.916428 50.434413,18.080429;50.388684,17.9984285
181308;2;49.682964,22.590972 49.853895,22.874160;49.7684295,22.732566
181105;2;50.223112,21.346384 50.368587,21.610774;50.2958495,21.478579
181101;1;50.230270,21.396058 50.330531,21.571271;50.2804005,21.4836645
180804;2;50.163827,22.233445 50.343321,22.608885;50.253574,22.421165
180504;2;49.671857,21.347172 49.797944,21.650976;49.7349005,21.499074
180304;2;49.948354,21.325508 50.168626,21.567961;50.05849,21.4467345
180404;2;49.954055,22.582489 50.140900,22.847389;50.0474775,22.714939
200902;2;53.894213,23.079925 54.095293,23.515756;53.994753,23.2978405
226201;1;54.422750,18.357981 54.584478,18.569123;54.503614,18.463552
247901;1;49.996298,18.600549 50.081256,18.776223;50.038777,18.688386
240206;2;49.744151,18.906345 49.809415,18.976639;49.776783,18.941492
240414;2;50.724740,19.422239 50.837860,19.598296;50.7813,19.5102675
240406;3;50.713209,19.587353 50.865970,19.832163;50.7895895,19.709758
240410;2;50.775797,19.193182 50.875065,19.453458;50.825431,19.32332
240105;2;50.385818,19.063780 50.504691,19.200294;50.4452545,19.132037
240506;3;50.195454,18.393540 50.336708,18.597325;50.266081,18.4954325
240504;2;50.172618,18.486953 50.264459,18.641957;50.2185385,18.564455
241001;2;49.892554,18.771071 49.962313,19.001521;49.9274335,18.886296
260106;3;50.400656,20.810241 50.552468,21.035096;50.476562,20.9226685
261207;3;50.494090,21.047853 50.648228,21.411321;50.571159,21.229587
281508;3;53.788400,19.769405 54.036944,20.140224;53.912672,19.9548145
302306;2;52.223895,17.783223 52.376229,18.067645;52.300062,17.925434
300603;2;51.881418,17.559998 51.989811,17.718267;51.9356145,17.6391325
300907;2;52.152753,18.484180 52.298290,18.758851;52.2255215,18.6215155
302003;3;51.791673,17.514029 51.903675,17.739724;51.847674,17.6268765
301704;2;51.591544,17.547668 51.796225,17.933155;51.6938845,17.7404115
321410;2;53.246150,14.858786 53.461835,15.297875;53.3539925,15.0783305
320305;2;53.365697,15.987466 53.510169,16.371090;53.437933,16.179278
320304;2;53.551418,15.839522 53.692981,16.178329;53.6221995,16.0089255
